flex_score,score_category,property_use,building_sqft,address,municipality,acres,market_value,owner_name,year_built,warehouse_sqft,office_sqft,office_percentage,parcel_id,assessed_value,improvement_value,land_value,sale_date,sale_price,owner_address,has_enriched_data,has_building_data,extraction_timestamp,scrape_success,scrape_message,subarea_warehouse_sqft,subarea_office_sqft,zoning_code,property_use_code_detail,number_of_units,improvement_value_2025,improvement_value_2024,improvement_value_2023,improvement_value_2022,improvement_value_2021,land_value_2025,land_value_2024,land_value_2023,land_value_2022,land_value_2021,market_value_2025,market_value_2024,market_value_2023,market_value_2022,market_value_2021,assessed_value_current,exemption_amount,taxable_value_current,ad_valorem_tax,non_ad_valorem_tax,total_annual_tax,sales_history,5yr_appreciation,office_warehouse_ratio,tax_rate,sales_count
10.0,Excellent,WAREH/DIST TERM,21220,3500 FAIRLANE FARMS RD 1,WELLINGTON,2.0591,4192355,WELLINGTON LAND DEV,1995.0,12960.0,8260.0,38.9,73414423030000011,4002356,0,0,907214400000.0,1725000,,False,True,2025-09-15T14:37:56.522752,True,Successfully extracted enhanced property data,21220.0,8260.0,"Acres



                                    1
                                

                                    INDUSTRIAL
                                

                                    FLEX
                                

                                    2",4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,4402592.0,,4402592.0,85797.0,5709.0,91506.0,[],,0.28,,0
10.0,Excellent,WAREH/DIST TERM,33900,715 WHITNEY AVE,LANTANA,2.0591,4014920,LAN HILL CORP,1979.0,6844.0,2276.0,25.0,40434434000007010,3183522,0,0,191998800000.0,100,,False,True,2025-09-15T14:37:58.668764,True,Successfully extracted enhanced property data,6844.0,2276.0,I—GENERAL INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,3501874.0,,3501874.0,74671.0,10162.0,84833.0,[],,0.25,,0
10.0,Excellent,WAREH/DIST TERM,27071,1547 N FLORIDA MANGO RD,WEST PALM BEACH,2.1251,3284930,L G 76 PARTNERSHIP,1977.0,1420.0,,,434329000003720,2559973,0,0,252478800000.0,16500,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,32450,3750 INVESTMENT LN,WEST PALM BEACH,2.0244,3174836,SL 3750 INVESTMENT LANE LLC,1985.0,25960.0,6490.0,20.0,434219050030070,2546509,0,0,1477886400000.0,10,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,27528,1547 N FLORIDA MANGO RD,WEST PALM BEACH,2.1501,3656774,L G SEVENTY SIX PARTNERSHIP,1980.0,4440.0,,,434329000003740,2542788,0,0,252478800000.0,78100,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,31250,5440 MAULE WAY,MANGONIA PARK,2.1048,3300490,THAYER HOLDINGS LLC,1979.0,6000.0,1500.0,20.0,44434305000090160,3167340,0,0,1663819200000.0,5350000,,False,True,2025-09-15T14:38:07.560029,True,Successfully extracted enhanced property data,6000.0,1500.0,I—INDUSTRIAL DISTRICT,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,3484074.0,,3484074.0,81913.0,7730.0,89643.0,[],,0.2,,0
10.0,Excellent,WAREH/DIST TERM,26906,202 OLD DIXIE HWY,LAKE PARK,2.1407,2872445,SBDB INVESTMENTS LLC,1968.0,19813.0,7093.0,26.4,36434220070020010,1650563,0,0,1380254400000.0,650000,,False,True,2025-09-15T14:38:09.805643,True,Successfully extracted enhanced property data,19813.0,7093.0,"Acres



                                    1
                                

                                    INDUSTRIAL
                                

                                    CLIC
                                

                                    2",4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,1815619.0,,1815619.0,50344.0,14763.0,65106.0,[],,0.264,,0
10.0,Excellent,WAREH/DIST TERM,34500,4574 DYER BLVD 1,RIVIERA BEACH,2.0372,3505233,PALM TREE INDUSTRIAL LLC,1982.0,17250.0,,,56424236000003100,2727077,0,0,1498104000000.0,2667781,,False,True,2025-09-15T14:38:11.991034,True,Successfully extracted enhanced property data,17250.0,,IG—GENERAL INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,2999785.0,,2999785.0,69173.0,8562.0,77735.0,[],,,,0
10.0,Excellent,WAREH/DIST TERM,40324,1800 NW 1ST AVE,BOCA RATON,2.0266,4791995,1800 WAREHOUSE INVESTMENTS LLC,1974.0,10250.0,390.0,3.7,6434717110050050,4731568,0,0,1618977600000.0,11000000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,24300,6753 GARDEN RD,RIVIERA BEACH,1.6361,2758698,PERRONE JAMES D,1987.0,20175.0,4125.0,17.0,56434231000003150,2313493,0,0,1551070800000.0,2300000,,False,True,2025-09-15T14:38:16.490137,True,Successfully extracted enhanced property data,20175.0,4125.0,IG—GENERAL INDUSTRIAL,4800—WAREH/DIST TERM,,,,,,,,,,,,,,,,,2544842.0,,2544842.0,56507.0,6964.0,63471.0,[],,0.17,,0
10.0,Excellent,WAREH/DIST TERM,27940,106 COMMERCE WAY A1,JUPITER,1.5496,4546776,SCP 106 COMMERCE WAY LLC,1982.0,5900.0,,,30424102070000020,3575732,0,0,1601352000000.0,3200000,,False,True,2025-09-15T14:38:18.669823,True,Successfully extracted enhanced property data,5900.0,,I2—INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,3933305.0,,3933305.0,70222.0,6845.0,77068.0,[],,,,0
10.0,Excellent,WAREH/DIST TERM,23285,2180 S CONGRESS AVE,PALM SPRINGS,1.6375,3544731,ADDI INVESTMENTS LLC,1983.0,145.0,5063.0,97.2,70434417050010050,3194664,0,0,1393995600000.0,1700000,,False,True,2025-09-15T14:38:20.843477,True,Successfully extracted enhanced property data,11855.0,5063.0,CG—COMMERCIAL GENERAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,3514130.0,,3514130.0,71137.0,6042.0,77179.0,[],,0.299,,0
10.0,Excellent,WAREH/DIST TERM,30932,1900 AUSTRALIAN AVE,RIVIERA BEACH,1.638,3263341,AUSTRALIAN AVENUE LLC,1979.0,9000.0,2704.0,23.1,56434228310150160,2980431,0,0,1641877200000.0,2900000,,False,True,2025-09-15T14:38:22.999510,True,Successfully extracted enhanced property data,6296.0,2432.0,IL—LIMITED INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,3278474.0,,3278474.0,70811.0,6983.0,77794.0,[],,0.279,,0
10.0,Excellent,WAREH/DIST TERM,23616,2165 W ATLANTIC AVE,DELRAY BEACH,1.6591,3438414,TILES BY VALI INC,1979.0,18816.0,,,12434618000005170,2971267,0,0,972878400000.0,1150000,,False,True,2025-09-15T14:38:25.158871,True,Successfully extracted enhanced property data,18816.0,,"Acres



                                    1
                                

                                    COMMERCIAL
                                

                                    MIC
                                

                                    1",4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,3268394.0,,3268394.0,65528.0,8902.0,74430.0,[],,,,0
10.0,Excellent,WAREH/DIST TERM,26974,8300 CONGRESS AVE,BOCA RATON,1.6025,4569741,8300 CONGRESS LLC,1981.0,9836.0,,,6434631000001070,4138409,0,0,1351569600000.0,1405000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,29936,3716 INTERSTATE PARK RD,WEST PALM BEACH,1.562,4777657,BREAN EQUITIES LLC,1976.0,25263.0,3049.0,10.8,434231000003037,4281511,0,0,1708405200000.0,5500000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,28886,3101 TUXEDO AVE,WEST PALM BEACH,1.6048,2857380,PASUMA LLC,1984.0,22448.0,4256.0,15.9,74434332010010010,2329746,0,0,1079067600000.0,1575000,,False,True,2025-09-15T14:38:31.792202,True,Successfully extracted enhanced property data,22448.0,2182.0,I—INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,2562721.0,,2562721.0,58518.0,7729.0,66247.0,[],,0.089,,0
10.0,Excellent,WAREH/DIST TERM,31000,2250 AUSTRALIAN AVE,RIVIERA BEACH,1.6783,3396918,FAY KANTOR LLC,1982.0,29927.0,1073.0,3.5,56434228310150170,2515229,0,0,1409889600000.0,1670000,,False,True,2025-09-15T14:38:33.995081,True,Successfully extracted enhanced property data,29927.0,1073.0,CG—GENERAL COMMERCIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,2766752.0,,2766752.0,64834.0,7758.0,72592.0,[],,0.035,,0
10.0,Excellent,WAREH/DIST TERM,23558,1862 DR MARTIN LUTHER KING JR BLVD,RIVIERA BEACH,1.5819,2885695,1862 MLK BLVD LLC,2003.0,14382.0,4620.0,24.3,56434231260000022,2721266,0,0,1346472000000.0,1025000,,False,True,2025-09-15T14:38:36.169604,True,Successfully extracted enhanced property data,23558.0,4556.0,IL—LIMITED INDUSTRIAL,4800—WAREH/DIST TERM,,,,,,,,,,,,,,,,,2993393.0,,2993393.0,63975.0,5748.0,69724.0,[],,0.162,,0
10.0,Excellent,WAREH/DIST TERM,40500,2626 ELECTRONICS WAY,WEST PALM BEACH,1.6137,3825898,U & ME TRANSFER INC,1966.0,38038.0,2462.0,6.1,74434309110000502,3221338,0,0,615268800000.0,1200000,,False,True,2025-09-15T14:38:38.336561,True,Successfully extracted enhanced property data,38038.0,2462.0,I—INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,3543472.0,,3543472.0,86082.0,10652.0,96734.0,[],,0.061,,0
10.0,Excellent,WAREH/DIST TERM,22595,33 COMMERCE WAY,JUPITER,1.5903,4282582,JFS RENTALS LLC,1971.0,2580.0,791.0,23.5,30424102070000130,3598610,0,0,1417755600000.0,1500000,,False,True,2025-09-15T14:38:40.507450,True,Successfully extracted enhanced property data,2200.0,480.0,I2—INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,3958471.0,,3958471.0,70967.0,5631.0,76598.0,[],,0.179,,0
10.0,Excellent,WAREH/DIST TERM,22390,1348 S MAIN ST,BELLE GLADE,1.5968,1478622,GLADES PARTS CO INC,1978.0,12000.0,1920.0,13.8,4374406000005120,1363032,0,0,744523200000.0,275000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,30073,7641 CENTRAL INDUSTRIAL DR,WEST PALM BEACH,1.5734,2863603,MOONEY WILLIAM K TR,1970.0,70.0,3904.0,98.2,434230000003040,2127514,0,0,752126400000.0,100,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,28617,3718 INTERSTATE PARK RD,WEST PALM BEACH,1.5741,2954743,RANDY GILLMAN ENTERPRISES LLC,1980.0,21029.0,1617.0,7.1,434231000003035,2424914,0,0,1575262800000.0,2500000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,20048,7891 CENTRAL INDUSTRIAL DR N,WEST PALM BEACH,1.5472,3161900,EASTGROUP PROPERTIES LP,2009.0,10844.0,8350.0,43.5,434230140020010,3037998,0,0,1074056400000.0,6100000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,21624,4010 THOR DR,BOYNTON BEACH,1.5977,2841448,THOR PROPERTY OWNER LLC,1973.0,20344.0,600.0,2.9,8434605000007060,2210779,0,0,1580706000000.0,1890000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,29176,3223 LAKE WORTH RD,PALM SPRINGS,1.6436,4498212,BPQR LLC,2008.0,10004.0,1001.0,9.1,70434419200720010,4498212,0,0,1218600000000.0,4400000,,False,True,2025-09-15T14:38:54.048894,True,Successfully extracted enhanced property data,29176.0,1001.0,CG—COMMERCIAL GENERAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,4948033.0,,4948033.0,96494.0,7485.0,103979.0,[],,0.033,,0
10.0,Excellent,WAREH/DIST TERM,25170,5000 LAKE WORTH RD 108,GREENACRES,1.5984,2910294,5000 LAKE WORTH ROAD GREENACRES LLC,1982.0,11130.0,,,18424425000003130,2512085,0,0,1533614400000.0,2450000,,False,True,2025-09-15T14:38:56.337874,True,Successfully extracted enhanced property data,11130.0,,CG—COMMERCIAL GENERAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,2763294.0,,2763294.0,56470.0,6264.0,62734.0,[],,,,0
10.0,Excellent,WAREH/DIST TERM,28750,1050 W 15TH ST,RIVIERA BEACH,1.6082,2966505,1050 W 15TH STREET OZ LLC,1986.0,21250.0,3750.0,15.0,56434232190030060,2571327,0,0,1712635200000.0,10,,False,True,2025-09-15T14:38:58.534680,True,Successfully extracted enhanced property data,21250.0,3750.0,IL—LIMITED INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,3540583.0,,3540583.0,72971.0,7044.0,80014.0,[],,0.15,,0
10.0,Excellent,WAREH/DIST TERM,28800,3680 INTERSTATE PARK RD S,RIVIERA BEACH,1.5491,2989641,WESTGATE & BEYOND # 13 LLC,1997.0,26280.0,840.0,3.1,56434231050000130,2436603,0,0,1086667200000.0,919500,,False,True,2025-09-15T14:39:00.747907,True,Successfully extracted enhanced property data,26280.0,1680.0,IG—GENERAL INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,2680263.0,,2680263.0,59314.0,7056.0,66370.0,[],,0.06,,0
10.0,Excellent,WAREH/DIST TERM,31304,1050 OLD DIXIE HWY 1,LAKE PARK,1.5928,3538275,KELSEY INDUSTRIAL LLC,1972.0,13683.0,963.0,6.6,36434220000003171,2298842,0,0,1375934400000.0,5900000,,False,True,2025-09-15T14:39:02.933168,True,Successfully extracted enhanced property data,13683.0,330.0,C4—C4 BUSINESS DISTRICT,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,2528726.0,,2528726.0,62110.0,12966.0,75075.0,[],,0.024,,0
10.0,Excellent,WAREH/DIST TERM,28860,4390 WESTROADS DR,RIVIERA BEACH,1.6357,3823690,FIVF III AP FL LLC,1973.0,13469.0,15391.0,53.3,56424236010000040,3823690,0,0,1696392000000.0,10,,False,True,2025-09-15T14:39:05.113073,True,Successfully extracted enhanced property data,13469.0,15391.0,IG—GENERAL INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,4206059.0,,4206059.0,87228.0,7122.0,94349.0,[],,0.533,,0
10.0,Excellent,WAREH/DIST TERM,34657,501 INDUSTRIAL ST A,LAKE WORTH,2.2382,4123015,LAKE WORTH INDUSTRIAL,1980.0,,,,38434421020230030,3348104,0,0,936158400000.0,100,,False,True,2025-09-15T14:39:07.335835,True,Successfully extracted enhanced property data,,,I-POC—INDUSTRIAL PARK OF COMMERCE,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,3682914.0,,3682914.0,85386.0,14309.0,99695.0,[],,,,0
10.0,Excellent,WAREH/DIST TERM,34872,6701 GARDEN RD,RIVIERA BEACH,2.1957,4590354,PALAMAD LLC,2002.0,30608.0,1536.0,4.8,56434231050000120,3785970,0,0,1475121600000.0,2900000,,False,True,2025-09-15T14:39:09.525141,True,Successfully extracted enhanced property data,30608.0,596.0,IG—GENERAL INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,4164567.0,,4164567.0,91108.0,8544.0,99652.0,[],,0.019,,0
10.0,Excellent,WAREH/DIST TERM,35515,8305 GARDEN RD,WEST PALM BEACH,2.2151,4507181,GARDEN BUS PARK INC,1983.0,29807.0,4571.0,13.3,434219050050010,3149808,0,0,,0,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,21516,5731 N MILITARY TRL,WEST PALM BEACH,2.2343,4004089,SMITH BROS CONTRACTING,2004.0,1805.0,,,74424301010000011,3712762,0,0,439102800000.0,300000,,False,True,2025-09-15T14:39:14.011645,True,Successfully extracted enhanced property data,7739.0,,I—INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,4084038.0,,4084038.0,84939.0,5659.0,90597.0,[],,,,0
10.0,Excellent,WAREH/DIST TERM,25268,6598 N MILITARY TRL,RIVIERA BEACH,2.2351,2932945,EPR PARKS LLC,1981.0,13292.0,,,56424236010000010,2714595,0,0,1340856000000.0,26702750,,False,True,2025-09-15T14:39:16.233903,True,Successfully extracted enhanced property data,13292.0,,CG—GENERAL COMMERCIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,2986055.0,,2986055.0,62702.0,6300.0,69002.0,[],,,,0
10.0,Excellent,WAREH/DIST TERM,25048,125 N CONGRESS AVE,DELRAY BEACH,2.1922,3903822,DELRAY BUSINESS CENTER LLC,2000.0,1466.0,4214.0,74.2,12434618530000010,3513803,0,0,1424926800000.0,2725000,,False,True,2025-09-15T14:39:18.437459,True,Successfully extracted enhanced property data,25048.0,3616.0,"Acres



                                    1
                                

                                    INDUSTRIAL
                                

                                    MIC
                                

                                    2",4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,3865183.0,,3865183.0,76780.0,9533.0,86312.0,[],,0.126,,0
10.0,Excellent,WAREH/DIST TERM,24700,8365 GARDEN RD,WEST PALM BEACH,2.2721,2956256,HAMLIN FAMILY TRUST LLC,1983.0,21082.0,3168.0,13.1,434219050050030,2232699,0,0,1435636800000.0,1800000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,21638,3395 LAKE WORTH RD,PALM SPRINGS,2.2236,3798266,FORTIS REAL ESTATE VII LLC,2003.0,3544.0,1254.0,26.1,70434419200690020,3798266,0,0,1647316800000.0,4300000,,False,True,2025-09-15T14:39:22.882068,True,Successfully extracted enhanced property data,21638.0,2754.0,CG—COMMERCIAL GENERAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,4178093.0,,4178093.0,82622.0,5216.0,87838.0,[],,0.113,,0
10.0,Excellent,WAREH/DIST TERM,28589,1547 N FLORIDA MANGO RD,WEST PALM BEACH,2.2873,3630144,L G SEVENTY SIX PARTNERSHIP,1978.0,1541.0,,,434329000003730,2822566,0,0,252478800000.0,83400,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,36000,951 W 13TH ST,RIVIERA BEACH,2.3027,3941877,BILLS JOHN C TR,1980.0,36000.0,,,56434232260000040,3010378,0,0,841550400000.0,100,,False,True,2025-09-15T14:39:27.321574,True,Successfully extracted enhanced property data,36000.0,,IG—GENERAL INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,3311416.0,,3311416.0,76448.0,8820.0,85268.0,[],,,,0
10.0,Excellent,WAREH/DIST TERM,32520,15814 CORPORATE CIR,JUPITER,2.325,3769341,EAST WEST TECHNOLOGY CORP,1997.0,25105.0,4895.0,16.3,414117020070082,2406005,0,0,838872000000.0,203300,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,32788,7380 CENTRAL INDUSTRIAL DR,WEST PALM BEACH,2.2901,4013504,3660 3762 E INDUSTRIAL WAY LLC,1973.0,10269.0,2249.0,18.0,434230000007130,3558138,0,0,1620705600000.0,6150000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,29654,537 14TH ST,WEST PALM BEACH,2.3071,2404819,PATHFINDERS EUREKA LLC,1977.0,1250.0,,,74434316170030180,1089069,0,0,1399608000000.0,710250,,False,True,2025-09-15T14:39:34.003383,True,Successfully extracted enhanced property data,1250.0,,CPD—COMMERCIAL PLANNED DEV,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,1197976.0,,1197976.0,41553.0,7799.0,49352.0,[],,,,0
10.0,Excellent,WAREH/DIST TERM,42401,3748 PROSPECT AVE,WEST PALM BEACH,2.3648,4794047,PROSPECT AVE RIVIERA BEACH FL LLC,1985.0,19708.0,1493.0,7.0,434230080000051,4410839,0,0,1658980800000.0,7607008,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,44186,3660 INTERSTATE PARK WAY,RIVIERA BEACH,2.2798,3340825,IMPERIAL AVIATION INC,1974.0,40296.0,1514.0,3.6,56434231120000010,2746750,0,0,662706000000.0,575000,,False,True,2025-09-15T14:39:38.451778,True,Successfully extracted enhanced property data,40296.0,602.0,IG—GENERAL INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,3021425.0,,3021425.0,70569.0,10826.0,81395.0,[],,0.015,,0
10.0,Excellent,WAREH/DIST TERM,20137,324 SW 16TH ST,BELLE GLADE,2.3099,694719,ROYALS INC,1961.0,10008.0,4644.0,31.7,364336010150020,478581,0,0,157784400000.0,100,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,33600,210 BRANT RD 1,LAKE PARK,2.3205,3159960,210 BRANT LLC,1971.0,8050.0,,,36434220070040010,2740697,0,0,1240977600000.0,10,,False,True,2025-09-15T14:39:42.966191,True,Successfully extracted enhanced property data,8050.0,,"Acres



                                    1
                                

                                    INDUSTRIAL
                                

                                    CLIC
                                

                                    2",4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,3014767.0,,3014767.0,70505.0,16984.0,87489.0,[],,,,0
10.0,Excellent,WAREH/DIST TERM,29772,3900 CONSUMER ST,WEST PALM BEACH,2.3863,4390605,CONSUMER STREET LLC,1987.0,24458.0,1170.0,4.6,434219050040150,4390605,0,0,1706677200000.0,10,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,30360,6537 SOUTHERN BLVD,WEST PALM BEACH,2.4216,4129010,P26 LLC,1981.0,14345.0,315.0,2.1,424327050051660,2938104,0,0,1423458000000.0,10,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,30114,1550 N CONGRESS AVE,WEST PALM BEACH,2.42525856,4316912,MOHAN POORAN,1991.0,19824.0,4130.0,17.2,434329000003150,3558251,0,0,1272600000000.0,1500000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,26946,1126 53RD CT N,MANGONIA PARK,2.6584,3180417,ELITE INVESTMENTS OF FLORIDA LLC,1986.0,,10000.0,,44434305220000280,2713337,0,0,1534737600000.0,2550000,,False,True,2025-09-15T14:39:51.975158,True,Successfully extracted enhanced property data,19906.0,4420.0,I—INDUSTRIAL DISTRICT,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,2984671.0,,2984671.0,73606.0,6384.0,79991.0,[],,0.182,,0
10.0,Excellent,WAREH/DIST TERM,35048,6769 WHITE DR,RIVIERA BEACH,2.6748,4762065,LATICRETE INTERNATIONAL INC,1988.0,3072.0,1265.0,29.2,56424236020040010,3932927,0,0,520574400000.0,330000,,False,True,2025-09-15T14:39:54.229915,True,Successfully extracted enhanced property data,27950.0,1265.0,IG—GENERAL INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,4326220.0,,4326220.0,94431.0,8751.0,103182.0,[],,0.043,,0
10.0,Excellent,WAREH/DIST TERM,36365,1243 53RD ST,MANGONIA PARK,2.7169,4509802,MANGONIA PARK FL LLC,1989.0,4428.0,522.0,10.5,44434305060000280,4258685,0,0,1658980800000.0,13045722,,False,True,2025-09-15T14:39:56.403523,True,Successfully extracted enhanced property data,4428.0,522.0,I—INDUSTRIAL DISTRICT,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,4684554.0,,4684554.0,110113.0,8909.0,119023.0,[],,0.105,,0
10.0,Excellent,WAREH/DIST TERM,34610,6677 42ND TER N,RIVIERA BEACH,2.628,3804534,PALM TREE INDUSTRIAL LLC,1997.0,11670.0,,,56424236320000000,3127187,0,0,1498104000000.0,2740827,,False,True,2025-09-15T14:39:58.645786,True,Successfully extracted enhanced property data,11670.0,,IG—GENERAL INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,3439906.0,,3439906.0,75647.0,8644.0,84291.0,[],,,,0
10.0,Excellent,WAREH/DIST TERM,25076,4070 BURNS RD,PALM BEACH GARDENS,2.8114,3189462,RA CO AMO INC,,,,,52424212000005030,2724737,0,0,,0,,False,True,2025-09-15T14:40:00.879123,True,Successfully extracted enhanced property data,,,"Acres



                                    1
                                

                                    INDUSTRIAL
                                

                                    M1
                                

                                    2",4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,2997211.0,,2997211.0,57553.0,6144.0,63697.0,[],,,,0
10.0,Excellent,WAREH/DIST TERM,48792,5409 AUSTRALIAN AVE,MANGONIA PARK,2.8371,4860856,5409 AUSTRALIAN AVENUE LLC,1999.0,231.0,3830.0,94.3,44434305000030050,4161396,0,0,1204174800000.0,10,,False,True,2025-09-15T14:40:03.093308,True,Successfully extracted enhanced property data,8350.0,3830.0,I—INDUSTRIAL DISTRICT,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,4577536.0,,4577536.0,109971.0,11954.0,121926.0,[],,0.314,,0
10.0,Excellent,WAREH/DIST TERM,46528,1033 SILVER BEACH RD 29,RIVIERA BEACH,2.9045,3615538,RIVIERA SERVICE CENTER LLC,1965.0,3300.0,,,56434229220000010,2708343,0,0,1240977600000.0,10,,False,True,2025-09-15T14:40:05.317258,True,Successfully extracted enhanced property data,1380.0,,IL—LIMITED INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,2979177.0,,2979177.0,78983.0,14519.0,93501.0,[],,,,0
10.0,Excellent,WAREH/DIST TERM,25555,640 INDUSTRIAL AVE,BOYNTON BEACH,3.123,4054391,SIX FORTY LLC,1987.0,11625.0,3180.0,21.5,8434520020020010,3029822,0,0,1294635600000.0,10,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,44112,3661 W BLUE HERON BLVD,RIVIERA BEACH,2.9916,4328637,RIVIERA EASTVALE LLC &,1981.0,33844.0,3472.0,9.3,56434230220020000,4094187,0,0,1722398400000.0,5432000,,False,True,2025-09-15T14:40:09.816788,True,Successfully extracted enhanced property data,33844.0,6796.0,IL—LIMITED INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,5089598.0,,5089598.0,104896.0,10807.0,115703.0,[],,0.167,,0
10.0,Excellent,WAREH/DIST TERM,24000,3450 ELECTRONICS WAY,WEST PALM BEACH,2.9926,3645420,BOBO REALTY LLC,1971.0,24000.0,,,74434309090010020,3645420,0,0,1675918800000.0,10,,False,True,2025-09-15T14:40:12.059517,True,Successfully extracted enhanced property data,24000.0,,I—INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,4125125.0,,4125125.0,87943.0,6312.0,94255.0,[],,,,0
