flex_score,score_category,property_use,building_sqft,address,municipality,acres,market_value,owner_name,year_built,warehouse_sqft,office_sqft,office_percentage,parcel_id,assessed_value,improvement_value,land_value,sale_date,sale_price,owner_address,has_enriched_data,has_building_data,extraction_timestamp,scrape_success,scrape_message,subarea_warehouse_sqft,subarea_office_sqft,zoning_code,property_use_code_detail,number_of_units,improvement_value_2025,improvement_value_2024,improvement_value_2023,improvement_value_2022,improvement_value_2021,land_value_2025,land_value_2024,land_value_2023,land_value_2022,land_value_2021,market_value_2025,market_value_2024,market_value_2023,market_value_2022,market_value_2021,assessed_value_current,exemption_amount,taxable_value_current,ad_valorem_tax,non_ad_valorem_tax,total_annual_tax,sales_history,5yr_appreciation,office_warehouse_ratio,tax_rate,sales_count
7.5,Very Good,WAREH/DIST TERM,55899,6400 PARK OF COMMERCE BLVD,BOCA RATON,4.7369,10008724,ANSON LOGISTICS ASSETS LLC,1995.0,27769.0,143.0,0.5,6434706030080010,8154422,0,0,1732078800000.0,6757600,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7.5,Very Good,WAREH/DIST TERM,53176,777 S CONGRESS AVE,DELRAY BEACH,4.9044,12924143,ARCHEAN CAPITAL LLC,1980.0,,,,12434619000001060,12653288,0,0,1553659200000.0,7800000,,False,True,2025-09-15T14:49:59.901847,True,Successfully extracted enhanced property data,,,"Acres



                                    1
                                

                                    INDUSTRIAL
                                

                                    SAD
                                

                                    4",4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,13788113.0,,13788113.0,254416.0,18652.0,273068.0,[],,,,0
7.5,Very Good,WAREH/DIST TERM,84300,1300 N FLORIDA MANGO RD,WEST PALM BEACH,4.9675,15568598,AREPIV WPB 1 INDUSTRIAL LLC,1985.0,44750.0,39550.0,46.9,74434329000001270,15568598,0,0,1695096000000.0,43000000,,False,True,2025-09-15T14:50:02.185387,True,Successfully extracted enhanced property data,84300.0,39550.0,IL—INDUSTRIAL LIGHT,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,13632510.0,,13632510.0,278766.0,24847.0,303612.0,[],,0.319,,0
7.5,Very Good,WAREH/DIST TERM,78024,701 PARK OF COMMERCE BLVD,BOCA RATON,5.0,14033604,A AND B INVESTMENTS LP,2001.0,10360.0,,,6434706030030000,14033604,0,0,1719892800000.0,18695000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7.5,Very Good,WAREH/DIST TERM,65303,751 PARK OF COMMERCE DR,BOCA RATON,4.9989,10145937,AMTEC 10 LLC,1986.0,9174.0,,,6434706040020000,10145937,0,0,1040187600000.0,4300000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7.5,Very Good,WAREH/DIST TERM,62710,631 MAPLEWOOD DR 1,JUPITER,3.7195,10048964,MAPLEWOOD INVESTORS,2000.0,22055.0,,,30424102420020000,8711729,0,0,,0,,False,True,2025-09-15T14:50:09.729308,True,Successfully extracted enhanced property data,36866.0,,I2—INDUSTRIAL,4800—WAREH/DIST TERM,,,,,,,,,,,,,,,,,9582902.0,,9582902.0,172503.0,11487.0,183990.0,[],,,,0
7.5,Very Good,WAREH/DIST TERM,74907,1141 S ROGERS CIR,BOCA RATON,4.0144,21458824,PENN FL VENTURE IV LTD,1999.0,5245.0,,,6424701010040170,11062059,0,0,894859200000.0,915000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7.5,Very Good,WAREH/DIST TERM,61264,10358 RIVERSIDE DR 100,PALM BEACH GARDENS,3.8606,12996535,ANGLER RIVERSIDE LLC,1978.0,7043.0,10405.0,59.6,52434207000007250,11639284,0,0,1496635200000.0,11200000,,False,True,2025-09-15T14:50:14.573746,True,Successfully extracted enhanced property data,22056.0,10405.0,M1A—LIGHT INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,12803212.0,,12803212.0,239271.0,12129.0,251399.0,[],,0.321,,0
7.5,Very Good,WAREH/DIST TERM,65502,10018 SPANISH ISLES BLVD,BOCA RATON,3.9388,10461174,PSB BOCA COMMERCE PARK LLC,1985.0,38104.0,120.0,0.3,414701010080010,7465543,0,0,1164862800000.0,16810000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7.5,Very Good,WAREH/DIST TERM,66950,1220 TANGELO TER,DELRAY BEACH,3.8107,12274575,LINTON INDUSTRIAL CENTER LLC,1980.0,33428.0,252.0,0.7,12434620010220010,9766513,0,0,1544763600000.0,9000000,,False,True,2025-09-15T14:50:19.534488,True,Successfully extracted enhanced property data,33428.0,350.0,I—I - INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,10625297.0,,10625297.0,196056.0,23510.0,219566.0,[],,0.01,,0
7.5,Very Good,WAREH/DIST TERM,70000,7656 BYRON DR,WEST PALM BEACH,4.0341,10349263,SL 7655 ENTERPRISE DRIVE LLC,1986.0,29022.0,440.0,1.5,434230010090010,8005633,0,0,1524801600000.0,6900000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7.5,Very Good,WAREH/DIST TERM,37304,2101 S CONGRESS AVE,DELRAY BEACH,11.7643,9046557,KMF ALTON DELRAY LLC,,,,,12434630000001010,7947742,0,0,1721188800000.0,21875000,,False,True,2025-09-15T14:50:24.408427,True,Successfully extracted enhanced property data,,,I—I - INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,9833668.0,,9833668.0,181449.0,31153.0,212602.0,[],,,,0
7.5,Very Good,WAREH/DIST TERM,51037,103 LAKE DRIVE EXT,BOYNTON BEACH,22.8084,4108648,LAKE IDA TRACT LLC,1959.0,24651.0,,,8434605000005140,3977598,0,0,1409457600000.0,10,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7.5,Very Good,WAREH/DIST TERM,41760,2269 INDIAN RD,WEST PALM BEACH,14.0815,5320566,UNICO DEVELOPMENT CORP,1974.0,8640.0,1440.0,14.3,74424324290020000,4930176,0,0,,0,,False,True,2025-09-15T14:50:29.292245,True,Successfully extracted enhanced property data,8640.0,1440.0,I—INDUSTRIAL,4800—WAREH/DIST TERM,,,,,,,,,,,,,,,,,5423194.0,,5423194.0,117363.0,13752.0,131116.0,[],,0.143,,0
7.5,Very Good,WAREH/DIST TERM,76181,1081 HOLLAND DR,BOCA RATON,4.3172,13805711,SPOT HOLDINGS LLC,1980.0,7344.0,23264.0,76.0,6424701010020030,9401118,0,0,1138683600000.0,6000000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7.5,Very Good,WAREH/DIST TERM,70200,2365 VISTA PKWY,WEST PALM BEACH,4.9182,12711559,MCNAB COMMERCIAL CENTER NO 1 LLC,2006.0,24245.0,8575.0,26.1,424322100000162,10915110,0,0,1493179200000.0,8945880,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7.0,Very Good,WORKING WATERFRONT,34629,4300 N FLAGLER DR,WEST PALM BEACH,4.1725,11500000,RSBC PARCELS LLC,2007.0,18445.0,3450.0,15.8,74434303260030000,11500000,0,0,1609218000000.0,10,,False,True,2025-09-15T14:50:36.833515,True,Successfully extracted enhanced property data,18445.0,2975.0,CMPD—COMMUNITY SERVICE PLANNED DEV,"2007


WAREHOUSE STORAGE",,,,,,,,,,,,,,,,,12000000.0,,12000000.0,245383.0,9107.0,254491.0,[],,0.139,,0
7.0,Very Good,WAREH/DIST TERM,81310,1300 W INDUSTRIAL AVE 101,BOYNTON BEACH,5.0601,8824655,BOYNTON BUSINESS PARK LLC,1987.0,20768.0,1863.0,8.2,8434520200000140,6477686,0,0,1353474000000.0,3073350,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7.0,Very Good,WORKING WATERFRONT,20638,98 LAKE DR,PALM BEACH SHORES,4.9902,22575000,SAILFISH HOLDING COMPANY LLC,,,,,54434227690010000,22575000,0,0,1620014400000.0,10,,False,True,2025-09-15T14:50:41.676178,True,Successfully extracted enhanced property data,,,,"2010—WORKING WATERFRONT


Zoning",,,,,,,,,,,,,,,,,23500000.0,,23500000.0,460316.0,16802.0,477118.0,[],,,,0
7.0,Very Good,WAREH/DIST TERM,62540,2375 VISTA PKWY,WEST PALM BEACH,5.0098,8201939,T W PROPERTY INVESTMENTS LLC,1998.0,58660.0,3880.0,6.2,424322090000152,6838924,0,0,1097640000000.0,4000000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7.0,Very Good,WAREH/DIST TERM,91140,6200 PARK OF COMMERCE BLVD,BOCA RATON,5.0001,9538939,ALRO METALS SERVICE CENTER CORP,1986.0,,663.0,,6434706030100000,7965663,0,0,1263272400000.0,1,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7.0,Very Good,WAREH/DIST TERM,57168,440 TALL PINES RD,WEST PALM BEACH,5.096,8886492,TALL PINES PROPERTY OWNER LLC,2003.0,26520.0,2064.0,7.2,424327050051090,8886492,0,0,1673413200000.0,10000000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7.0,Very Good,WAREH/DIST TERM,54096,15790 CORPORATE CIR,JUPITER,5.144,9983045,PALM COAST DEVELOPMENT GROUP LLC,2022.0,50505.0,3591.0,6.6,414117020070070,8979699,0,0,1614229200000.0,1514250,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7.0,Very Good,WAREH/DIST TERM,66212,7555 GARDEN RD,WEST PALM BEACH,5.5547,7160172,AG RC GARDEN ROAD OWNER LLC,1980.0,,3668.0,,434230080000010,5585473,0,0,1621396800000.0,6150000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7.0,Very Good,WAREH/DIST TERM,73617,1801 OKEECHOBEE RD,WEST PALM BEACH,5.7032,8423875,DUKE PAC 2 LLC,2003.0,51285.0,2944.0,5.4,74434329190020000,8423875,0,0,1293426000000.0,7276000,,False,True,2025-09-15T14:50:57.570784,True,Successfully extracted enhanced property data,73617.0,11245.0,IPD—INDUSTRIAL PLANNED DEVELOPMENT,4800—WAREH/DIST TERM,,,,,,,,,,,,,,,,,9266263.0,,9266263.0,196330.0,21484.0,217814.0,[],,0.133,,0
7.0,Very Good,WAREH/DIST TERM,59351,2000 AVENUE P 10,RIVIERA BEACH,5.9734,6385240,2000 AVENUE P PROPERTY LLC,1987.0,4000.0,502.0,11.2,56434229550020070,6376014,0,0,1740632400000.0,13125000,,False,True,2025-09-15T14:50:59.826660,True,Successfully extracted enhanced property data,59351.0,11666.0,IG—GENERAL INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,7013615.0,,7013615.0,150749.0,14880.0,165629.0,[],,0.164,,0
7.0,Very Good,WAREH/DIST TERM,61981,1560 LATHAM RD,WEST PALM BEACH,8.9083,7314733,YM 26 FLEX LLC,1986.0,5468.0,8832.0,61.8,434329000003030,5992326,0,0,1449378000000.0,9000000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7.0,Very Good,WAREH/DIST TERM,145465,17035 PERSIMMON BLVD W,WESTLAKE,9.2229,4218375,JAMES BUSINESS PARK LLC,2024.0,135437.0,,,77404301210010000,4218375,0,0,1670216400000.0,5532000,,False,True,2025-09-15T14:51:04.687535,True,Successfully extracted enhanced property data,135437.0,,"Acres



                                    1
                                

                                    COMMERCIAL
                                

                                    MU
                                

                                    9",4800—WAREH/DIST TERM,,,,,,,,,,,,,,,,,27323863.0,,27323863.0,572899.0,145077.0,717977.0,[],,,,0
7.0,Very Good,HEAVY MFG,38128,32251 CONNERS HWY,LOXAHATCHEE,9.9626,2507322,OSCEOLA FARMS CO,1960.0,,,,384217000001010,2167821,0,0,,0,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7.0,Very Good,WAREH/DIST TERM,91140,4361 OKEECHOBEE BLVD,WEST PALM BEACH,6.8899,9282993,WESTFIELD COMMERCE PARK LLC,1985.0,7540.0,300.0,3.8,424324000005120,8300391,0,0,1292475600000.0,4190000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7.0,Very Good,WAREH/DIST TERM,68625,6553 GARDEN RD,RIVIERA BEACH,6.4531,8694676,COCA COLA BEVERAGES FLORIDA LLC,1983.0,50206.0,7962.0,13.7,56434231110000010,7421470,0,0,1487566800000.0,3293306,,False,True,2025-09-15T14:51:12.164367,True,Successfully extracted enhanced property data,50206.0,10457.0,IG—GENERAL INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,8163617.0,,8163617.0,182408.0,16685.0,199092.0,[],,0.172,,0
7.0,Very Good,WAREH/DIST TERM,84420,1865 OKEECHOBEE RD,WEST PALM BEACH,6.2222,9763582,DUKE PAC 1&3 LLC,2003.0,4182.0,8220.0,66.3,74434329190030000,9763582,0,0,1293426000000.0,16822000,,False,True,2025-09-15T14:51:14.405535,True,Successfully extracted enhanced property data,84420.0,3436.0,IPD—INDUSTRIAL PLANNED DEVELOPMENT,4800—WAREH/DIST TERM,,,,,,,,,,,,,,,,,10739940.0,,10739940.0,227001.0,23347.0,250349.0,[],,0.039,,0
7.0,Very Good,WAREH/DIST TERM,32300,786 PIKE RD,WEST PALM BEACH,14.2816,13194837,WASTE PRO OF FLORIDA INC,1982.0,3370.0,630.0,15.8,424327050060200,9737685,0,0,1573707600000.0,7150000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7.0,Very Good,WAREH/DIST TERM,46644,15188 PARK OF COMMERCE BLVD,JUPITER,0.0,6277406,TLH JUPITER FL LLC,2008.0,38853.0,1162.0,2.9,414117070000030,6277406,0,0,1629345600000.0,6750000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7.0,Very Good,WAREH/DIST TERM,29415,4760 WOOLBRIGHT RD,GOLF,0.0,6255596,VOG H LLC,2022.0,11025.0,,,66424536260000015,5475557,0,0,1643605200000.0,0,,False,True,2025-09-15T14:51:22.015015,True,Successfully extracted enhanced property data,11025.0,,W-COM—WORKPLACE COMMERCIAL,4800—WAREH/DIST TERM,,,,,,,,,,,,,,,,,6023113.0,,6023113.0,114888.0,7352.0,122241.0,[],,,,0
7.0,Very Good,WAREH/DIST TERM,28970,11700 S MILITARY TRL,GOLF,0.0,5554637,VOG K LLC,2023.0,28970.0,,,66424536260000019,5554637,0,0,1677128400000.0,10,,False,True,2025-09-15T14:51:24.225257,True,Successfully extracted enhanced property data,28970.0,,W-COM—WORKPLACE COMMERCIAL,4800—WAREH/DIST TERM,,,,,,,,,,,,,,,,,5566864.0,,5566864.0,104685.0,7243.0,111928.0,[],,,,0
7.0,Very Good,WAREH/DIST TERM,47915,2154 ZIP CODE PL,WEST PALM BEACH,0.0,5662729,2154 ZIP CODE PROPERTY LLC,1988.0,8015.0,,,424324390010020,5557951,0,0,,0,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7.0,Very Good,VACANT INDUSTRIAL,34800,,,0.0,3868690,SFG ISF RIVIERA MLK LLC,2024.0,31800.0,3000.0,8.6,56434232480010000,3868690,0,0,,0,,False,True,2025-09-15T14:51:29.065483,True,Successfully extracted enhanced property data,31800.0,3000.0,IG—GENERAL INDUSTRIAL,4800—WAREH/DIST TERM,,,,,,,,,,,,,,,,,11993434.0,,11993434.0,247182.0,0.0,247182.0,[],,0.086,,0
7.0,Very Good,WAREH/DIST TERM,45240,4200 WESTGATE AVE,WEST PALM BEACH,0.0,8542650,WPB WESTGATE LLC,2023.0,24150.0,2517.0,9.4,424325400010000,8542650,0,0,,0,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6.5,Very Good,WAREH/DIST TERM,86618,1750 LATHAM RD,WEST PALM BEACH,0.8818,8267942,YM 26 FLEX LLC,1972.0,636.0,300.0,32.1,434329000003940,6831945,0,0,1449378000000.0,9000000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6.5,Very Good,WAREH/DIST TERM,104178,1620 N CONGRESS AVE,WEST PALM BEACH,2.038,15556628,NORTH CONGRESS STORAGE LLC,2018.0,69452.0,,,74434318180010000,13161894,0,0,1474516800000.0,1325000,,False,True,2025-09-15T14:51:36.562290,True,Successfully extracted enhanced property data,104178.0,,CPD—COMMERCIAL PLANNED DEV,"1829
                                

                                    WARRANTY DEED
                                

                                    NORTH CONGRESS STORAGE",,,,,,,,,,,,,,,,,14478083.0,,14478083.0,299671.0,12180.0,311852.0,[],,,,0
6.5,Very Good,WAREH/DIST TERM,100104,4740 WOOLBRIGHT RD,GOLF,2.1937,13700000,"VOG SS, LLC",2023.0,50502.0,1290.0,2.5,66424536260000014,13700000,0,0,1637211600000.0,10,,False,True,2025-09-15T14:51:38.783811,True,Successfully extracted enhanced property data,100104.0,1290.0,W-COM—WORKPLACE COMMERCIAL,4805—SELF STORAGE,,,,,,,,,,,,,,,,,14300148.0,,14300148.0,268914.0,9655.0,278570.0,[],,0.013,,0
6.5,Very Good,WORKING WATERFRONT,51671,3238 CASSEEKEY ISLAND RD,JUPITER,4.3316,8824036,MHC JUPITER LLC,1982.0,,,,434107010050010,8824036,0,0,1492056000000.0,9950000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6.5,Very Good,WAREH/DIST TERM,123512,3501 ELECTRONICS WAY,WEST PALM BEACH,4.7337,14161882,MOUNTAIN WEST PALM REAL ESTATE INC,1968.0,30718.0,1548.0,4.8,74434309090020200,11096956,0,0,980917200000.0,3700000,,False,True,2025-09-15T14:51:43.602459,True,Successfully extracted enhanced property data,30404.0,782.0,IPD—INDUSTRIAL PLANNED DEVELOPMENT,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,12206652.0,,12206652.0,279460.0,32484.0,311944.0,[],,0.025,,0
6.5,Very Good,WAREH/DIST TERM,89276,6100 PARK OF COMMERCE BLVD,BOCA RATON,5.0001,13347920,ROGERS CIRCLE ASSOCIATES LLC,1996.0,6460.0,11016.0,63.0,6434706030110000,12508094,0,0,1622174400000.0,11600000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6.5,Very Good,WAREH/DIST TERM,80440,6000 PARK OF COMMERCE BLVD,BOCA RATON,5.0026,11225127,RUTGER & MASTERS LLC &,1984.0,53463.0,26977.0,33.5,6434706030120000,10714081,0,0,1411444800000.0,7036500,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6.5,Very Good,WAREH/DIST TERM,187906,420 S CONGRESS AVE,DELRAY BEACH,3.7609,24902612,420 SOUTH CONGRESS AVENUE LLC,1994.0,4232.0,6446.0,60.4,12434618420020000,21345039,0,0,1452747600000.0,18500000,,True,True,2025-09-15T14:51:51.178117,True,Successfully extracted enhanced property data,187906.0,27678.0,"Acres



                                    1
                                

                                    INDUSTRIAL
                                

                                    MROC
                                

                                    9",4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,23479543.0,,23479543.0,464822.0,61976.0,526798.0,[],,0.128,,0
6.5,Very Good,WAREH/DIST TERM,86710,501 103RD AVE N,ROYAL PALM BEACH,5.1846,17758046,CICF II FL2M01 LLC,2014.0,77749.0,8961.0,10.3,72414336000003140,17188585,0,0,1594353600000.0,15500000,,False,True,2025-09-15T14:51:53.472022,True,Successfully extracted enhanced property data,77749.0,8961.0,IL—INDUSTRIAL LIMITED,4800—WAREH/DIST TERM,,,,,,,,,,,,,,,,,14258017.0,,14258017.0,259311.0,21535.0,280846.0,[],,0.103,,0
6.5,Very Good,WAREH/DIST TERM,64209,300 NORTHPOINT PKWY,WEST PALM BEACH,5.2809,11757613,COLT SOUTH FLORIDA OWNER LP,2001.0,2760.0,6556.0,70.4,74434306100000030,11757613,0,0,1643173200000.0,41000000,,False,True,2025-09-15T14:51:55.742357,True,Successfully extracted enhanced property data,29190.0,6232.0,CPD—COMMERCIAL PLANNED DEV,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,12933374.0,,12933374.0,270415.0,20987.0,291402.0,[],,0.176,,0
6.5,Very Good,WAREH/DIST TERM,99211,1297 CLINT MOORE RD,BOCA RATON,5.2652,12905006,NHS US LLC,1982.0,89278.0,4608.0,4.9,6424701010010080,12905006,0,0,1058932800000.0,10,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6.5,Very Good,WAREH/DIST TERM,61924,1155 NW BROKEN SOUND PKWY,BOCA RATON,5.1557,10463886,AKF3 SF LIGHT INDUSTRIAL LLC,1981.0,973.0,594.0,37.9,6424701030100000,10443373,0,0,1457586000000.0,10150000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6.5,Very Good,WAREH/DIST TERM,82882,6500 PARK OF COMMERCE BLVD,BOCA RATON,5.2706,13109605,ANSON LOGISTICS ASSETS LLC,1991.0,53792.0,1508.0,2.7,6434706030070000,10959488,0,0,1732078800000.0,9856900,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6.5,Very Good,WAREH/DIST TERM,64838,6100 NW BROKEN SOUND PKWY,BOCA RATON,5.2918,12421196,6100 PARKWAY LLC,1999.0,14414.0,,,6424701050170000,12303280,0,0,1464235200000.0,8600000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6.5,Very Good,WAREH/DIST TERM,99075,1377 CLINT MOORE RD,BOCA RATON,5.3402,13726184,REVAH MANAGEMENT LLC,1981.0,242.0,21825.0,98.9,6424701010010100,10443659,0,0,1092196800000.0,7250000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6.5,Very Good,WAREH/DIST TERM,79496,2017 HIGH RIDGE RD,BOYNTON BEACH,5.4568,11163118,DUKE PGC AT QUANTUM 1 9 LLC,2000.0,20876.0,2272.0,9.8,8434516330000720,11163118,0,0,1292907600000.0,29454410,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6.5,Very Good,WAREH/DIST TERM,89981,3100 NW 2ND AVE,BOCA RATON,5.3517,16110419,BOCA RATON DESIGN CENTER LLC,1998.0,1804.0,1262.0,41.2,6434708350020000,13675760,0,0,1299646800000.0,15000000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6.5,Very Good,WAREH/DIST TERM,98367,1590 N FLORIDA MANGO RD,WEST PALM BEACH,5.5729,12110376,LLS HOLDINGS LLC,1980.0,,8846.0,,74434329240010000,10518075,0,0,,0,,False,True,2025-09-15T14:52:16.579365,True,Successfully extracted enhanced property data,41727.0,5812.0,IL—INDUSTRIAL LIGHT,4800—WAREH/DIST TERM,,,,,,,,,,,,,,,,,11569883.0,,11569883.0,247454.0,25871.0,273324.0,[],,0.122,,0
6.5,Very Good,WAREH/DIST TERM,83435,3735 PROSPECT AVE,WEST PALM BEACH,5.7248,10846525,PALM BEACH INDUSTRIAL PARK II,1987.0,30910.0,2500.0,7.5,434230000003080,8780558,0,0,1377748800000.0,10,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6.5,Very Good,WAREH/DIST TERM,98701,1701 AVENIDA DEL SOL,BOCA RATON,6.107,12067279,CINDERELLA PROPERTIES INC,1981.0,9510.0,2875.0,23.2,6434717290180400,10315774,0,0,775713600000.0,100,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6.5,Very Good,WAREH/DIST TERM,99172,3602 QUANTUM BLVD,BOYNTON BEACH,6.0869,13883500,DUKE PGC AT QUANTUM 1 9 LLC,2003.0,77277.0,1678.0,2.1,8434517090000345,13883500,0,0,1293426000000.0,14063000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6.5,Very Good,WAREH/DIST TERM,93727,3402 QUANTUM BLVD,BOYNTON BEACH,6.09,13094987,DUKE PGC AT QUANTUM 1 9 LLC,2004.0,81294.0,1397.0,1.7,8434517090000320,13094987,0,0,1293426000000.0,14063000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6.5,Very Good,WAREH/DIST TERM,95122,5720 PREMIER PARK DR,WEST PALM BEACH,7.6781,11530636,DUKE PPC 1 2 3 LLC,2009.0,9315.0,4827.0,34.1,74424302100050000,11530636,0,0,1293426000000.0,10854000,,False,True,2025-09-15T14:52:29.314069,True,Successfully extracted enhanced property data,95122.0,19996.0,CPD—COMMERCIAL PLANNED DEV,4800—WAREH/DIST TERM,,,,,,,,,,,,,,,,,12683700.0,,12683700.0,266107.0,27490.0,293597.0,[],,0.174,,0
6.5,Very Good,WAREH/DIST TERM,84384,1101 CLINT MOORE RD,BOCA RATON,7.8978,14567210,RLIF EAST LLC,1997.0,75356.0,9028.0,10.7,6424701010010030,11728156,0,0,1510030800000.0,16000000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6.5,Very Good,WAREH/DIST TERM,97046,10719 SOUTHERN BLVD,ROYAL PALM BEACH,7.4524,14022810,SST II 10719 SOUTHERN BLVD LLC,2001.0,30348.0,,,72414336000007180,10916532,0,0,1464235200000.0,24003788,,False,True,2025-09-15T14:52:34.129111,True,Successfully extracted enhanced property data,63860.0,,IL—INDUSTRIAL LIMITED,"0814
                                

                                    WARRANTY DEED
                                

                                    ROYAL PALM STORAGE",6.0,,,,,,,,,,,,,,,,12008185.0,,12008185.0,232247.0,9607.0,241855.0,[],,,,0
6.5,Very Good,WAREH/DIST TERM,99390,2253 VISTA PKWY,WEST PALM BEACH,7.9031,16714964,MIDTOWN VISTA LLC,2005.0,21714.0,11478.0,34.6,424322040180000,16714964,0,0,1639976400000.0,37000000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6.5,Very Good,WAREH/DIST TERM,98304,1101 W 13TH ST,RIVIERA BEACH,6.9863,12943567,RGF ENVIRONMENTAL GROUP INC,2001.0,44880.0,,,56434232280000020,9883481,0,0,1346731200000.0,4050000,,False,True,2025-09-15T14:52:39.039236,True,Successfully extracted enhanced property data,44880.0,,IL—LIMITED INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,10871829.0,,10871829.0,243172.0,24084.0,267256.0,[],,,,0
6.5,Very Good,WAREH/DIST TERM,95350,2211 VISTA PKWY,WEST PALM BEACH,7.1912,17032351,CIVF V FL2W08 W09 LLC,2015.0,35080.0,8844.0,20.1,424322040190000,14219556,0,0,1540958400000.0,14211510,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6.5,Very Good,WAREH/DIST TERM,73094,1426 SKEES RD,WEST PALM BEACH,8.2093,14795892,ALLIANCE SKEES ROAD LLC,1994.0,,11364.0,,424327050040101,14428544,0,0,1651809600000.0,15900000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6.5,Very Good,WAREH/DIST TERM,96114,6711 BELVEDERE RD,WEST PALM BEACH,9.4795,15269823,USLP ZETA TURNPIKE LLC,2019.0,85386.0,10728.0,11.2,424327320010070,15269823,0,0,1641877200000.0,8500000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6.5,Very Good,WAREH/DIST TERM,77971,6965 VISTA PKWY N,WEST PALM BEACH,6.2881,14234658,CIVF V FL2W10 LLC,2008.0,1833.0,23194.0,92.7,424322050000172,11015569,0,0,1540958400000.0,11627290,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
